BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUES_NAME,DELINQUENCY,LAST_STATEMENT_DATE,PRODUCT_NAME,JOINING_FEE,ANNUAL_FEE,LEDGER_BALANCE,AVAILABLE_LIMIT,LAST_PAYMENT_AMOUNT,LAST_PAYMENT_DATE,TOTAL_HOLD,GENDER,DOB,ORGANIZATION,CUSTOMER_TYPE,RIMNO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status ,CUSTOMER_ID
7,Luxor,2023-05-26,20000,A,NORM,Normal,0,2026-03-19,Travel Rewards Card,0,150,3495.26,16418.36,2309.37,2026-03-09,277.79,F,1981-10-13,Vodafone Egypt,Secondary,100020,,0.0,34,,,,NORM,21
5,Tanta,2024-03-26,100000,A,90DA,90 Days Delinquent,90,2026-03-23,Platinum Credit Card,100,300,50292.86,49525.4,23778.15,2026-03-11,1988.28,M,1978-12-22,Orange Egypt,Primary,100021,,28439.63,24,,,,90DA,22
6,Assiut,2018-07-25,200000,A,90DA,90 Days Delinquent,90,2026-03-24,Business Credit Card,100,0,48592.63,150965.31,48405.58,2026-03-07,610.15,M,1962-07-25,Orascom,Primary,100022,,83000.36,93,,,,90DA,23
5,Tanta,2019-06-21,30000,A,90DA,90 Days Delinquent,90,2026-03-21,Business Credit Card,200,0,14096.63,15656.9,5813.47,2026-03-23,437.74,M,1977-10-02,Freelancer,Primary,100024,,4144.88,82,,,,90DA,25
2,Giza,2020-05-23,150000,A,NORM,Normal,0,2026-03-19,World Elite Card,100,300,-4670.6,145138.99,19311.18,2026-03-14,707.87,M,1984-02-12,Elsewedy Capital,Primary,100025,,0.0,71,,,,NORM,26
3,Alexandria,2021-02-28,200000,A,NORM,Normal,0,2026-03-27,Titanium Credit Card,200,150,177353.53,22469.88,32821.96,2026-03-18,1709.35,F,1972-03-20,Government,Primary,100027,,0.0,61,,,,NORM,28
6,Assiut,2018-10-12,30000,A,NORM,Normal,0,2026-03-27,Cashback Card,500,1000,20083.72,9912.18,4120.97,2026-03-23,1835.53,F,1972-06-30,Vodafone Egypt,Primary,100033,,0.0,90,,,,NORM,34
6,Assiut,2019-05-26,30000,A,NORM,Normal,0,2026-03-21,World Elite Card,500,300,10283.87,19548.59,8935.26,2026-03-28,76.9,F,1989-10-03,Juhayna,Primary,100036,,0.0,83,,,,NORM,37
7,Luxor,2019-12-14,200000,A,NORM,Normal,0,2026-03-27,World Elite Card,500,1000,126412.4,73585.17,59547.43,2026-03-31,1918.84,M,1990-05-20,Juhayna,Primary,100037,,0.0,76,,,,NORM,38
10,Suez,2021-08-12,100000,A,NORM,Normal,0,2026-03-18,Business Credit Card,500,150,12020.36,87866.15,1941.91,2026-03-02,1193.25,F,1989-05-14,Orascom,Primary,100038,,0.0,56,,,,NORM,39
2,Giza,2022-08-25,200000,A,90DA,90 Days Delinquent,90,2026-03-24,Titanium Credit Card,500,500,170186.0,29758.16,21155.57,2026-03-31,1987.52,F,1980-06-05,Elsewedy Capital,Primary,100040,,29060.57,43,,,,90DA,41
7,Luxor,2019-12-22,150000,A,NORM,Normal,0,2026-03-19,Business Credit Card,0,1000,41380.23,108177.31,36770.18,2026-03-27,1680.99,M,1969-10-25,CIB,Primary,100041,,0.0,76,,,,NORM,42
9,Ismailia,2021-07-23,100000,A,NORM,Normal,0,2026-03-21,Travel Rewards Card,500,150,9233.76,90432.32,3330.28,2026-03-30,991.82,F,1986-09-16,Freelancer,Primary,100042,,0.0,57,,,,NORM,43
9,Ismailia,2020-09-06,30000,A,NEW,New,0,2026-03-30,Business Credit Card,0,300,14451.23,15210.32,3137.05,2026-03-21,519.09,M,1981-09-26,Talaat Moustafa Group,Primary,100043,,0.0,67,,,,NEW,44
1,Cairo Main,2022-09-17,75000,A,NORM,Normal,0,2026-03-22,Classic Credit Card,500,500,44913.02,29625.4,7740.45,2026-03-20,1511.6,M,1969-04-11,IBM Egypt,Primary,100045,,0.0,43,,,,NORM,46
9,Ismailia,2024-02-15,200000,A,NORM,Normal,0,2026-03-17,Titanium Credit Card,500,150,75288.65,124695.72,45892.13,2026-03-27,372.95,F,1993-07-13,Amazon Egypt,Primary,100046,,0.0,25,,,,NORM,47
4,Mansoura,2018-03-25,200000,A,60DA,60 Days Delinquent,60,2026-03-25,Platinum Credit Card,100,150,62373.55,137619.39,3552.65,2026-03-13,167.67,F,1968-12-10,CIB,Primary,100050,,74761.63,97,,,,60DA,51
7,Luxor,2022-02-26,10000,A,NORM,Normal,0,2026-03-29,Cashback Card,0,500,6110.39,3527.82,1322.14,2026-03-10,1895.29,F,1989-09-03,CIB,Primary,100053,,0.0,49,,,,NORM,54
5,Tanta,2023-01-21,20000,A,NORM,Normal,0,2026-03-28,Business Credit Card,500,300,17650.96,2020.25,3901.28,2026-03-30,738.59,M,1999-07-19,Self Employed,Secondary,100055,,0.0,38,,,,NORM,56
7,Luxor,2024-03-24,20000,A,NORM,Normal,0,2026-03-20,Business Credit Card,500,500,3362.39,16401.92,4602.65,2026-03-17,933.12,M,1981-11-30,National Bank of Egypt,Primary,100057,,0.0,24,,,,NORM,58
5,Tanta,2024-07-10,50000,A,30DD,30 Days Delinquent,30,2026-03-24,Business Credit Card,200,500,-1644.02,47996.81,364.24,2026-03-22,388.17,F,1989-10-13,IBM Egypt,Primary,100058,,9137.74,21,,,,30DD,59
5,Tanta,2019-05-10,20000,A,NORM,Normal,0,2026-03-21,Cashback Card,0,1000,15867.63,4030.81,1794.93,2026-03-18,450.05,M,1970-05-05,El Sewedy Electric,Primary,100059,,0.0,83,,,,NORM,60
9,Ismailia,2021-01-28,5000,A,60DA,60 Days Delinquent,60,2026-03-18,Classic Credit Card,200,150,1183.64,3612.36,172.04,2026-03-10,1209.91,F,1965-09-04,CIB,Secondary,100061,,2208.3,62,,,,60DA,62
8,Zagazig,2022-12-10,50000,A,NORM,Normal,0,2026-03-26,Platinum Credit Card,0,300,36068.61,13761.52,963.47,2026-03-17,1714.47,F,1981-06-22,CIB,Secondary,100062,,0.0,40,,,,NORM,63
2,Giza,2018-08-08,15000,A,NEW,New,0,2026-03-31,Platinum Credit Card,200,0,11759.18,3170.19,2764.73,2026-03-08,1462.31,M,1985-11-18,CIB,Primary,100063,,0.0,93,,,,NEW,64
10,Suez,2024-12-08,20000,A,NORM,Normal,0,2026-03-25,Travel Rewards Card,500,500,15222.04,4700.15,587.7,2026-03-14,794.14,F,1995-06-21,Cairo University,Secondary,100064,,0.0,15,,,,NORM,65
3,Alexandria,2022-08-01,100000,A,NORM,Normal,0,2026-03-23,Business Credit Card,200,0,49312.4,50346.38,14619.72,2026-03-17,692.51,M,1960-02-13,Juhayna,Primary,100066,,0.0,44,,,,NORM,67
4,Mansoura,2024-08-12,20000,A,30DD,30 Days Delinquent,30,2026-03-24,Travel Rewards Card,0,1000,10993.76,8641.74,1178.98,2026-03-23,635.59,M,1971-11-13,Banque Misr,Secondary,100067,,4791.34,19,,,,30DD,68
1,Cairo Main,2021-06-13,200000,A,NORM,Normal,0,2026-03-25,World Elite Card,500,0,187520.28,12476.78,46566.82,2026-03-19,1120.92,F,1967-06-11,Juhayna,Primary,100068,,0.0,58,,,,NORM,69
9,Ismailia,2022-11-29,10000,A,30DD,30 Days Delinquent,30,2026-03-31,Classic Credit Card,500,300,-640.74,9252.74,1913.85,2026-03-03,340.2,F,1982-02-24,Vodafone Egypt,Primary,100069,,5670.73,40,,,,30DD,70
1,Cairo Main,2021-01-08,200000,A,NORM,Normal,0,2026-03-31,Classic Credit Card,100,500,63950.66,135668.72,2833.85,2026-03-11,544.4,F,1994-04-21,Talaat Moustafa Group,Primary,100070,,0.0,63,,,,NORM,71
8,Zagazig,2023-04-10,50000,A,30DD,30 Days Delinquent,30,2026-03-21,Travel Rewards Card,200,300,32738.4,17158.74,10346.61,2026-03-10,595.19,M,1964-02-03,Orascom,Primary,100071,,12538.56,36,,,,30DD,72
7,Luxor,2024-03-03,5000,A,NORM,Normal,0,2026-03-29,Business Credit Card,0,300,3232.66,1694.24,1183.21,2026-03-14,89.31,F,1996-06-29,Edita Food Industries,Primary,100072,,0.0,25,,,,NORM,73
4,Mansoura,2024-02-28,15000,A,NORM,Normal,0,2026-03-27,World Elite Card,500,500,2351.93,12460.42,452.48,2026-03-22,297.79,M,1971-12-24,Vodafone Egypt,Secondary,100074,,0.0,25,,,,NORM,75
3,Alexandria,2024-03-06,5000,A,NORM,Normal,0,2026-03-27,Travel Rewards Card,0,150,2310.94,2415.61,542.49,2026-03-24,63.05,M,1973-12-09,Freelancer,Secondary,100075,,0.0,25,,,,NORM,76
5,Tanta,2021-01-24,75000,A,NEW,New,0,2026-03-20,Business Credit Card,500,150,8012.72,66621.68,19833.39,2026-03-10,1045.94,F,1982-10-29,Ministry of Health,Primary,100076,,0.0,63,,,,NEW,77
10,Suez,2023-06-29,15000,A,90DA,90 Days Delinquent,90,2026-03-23,Business Credit Card,500,300,14098.13,532.73,2096.35,2026-03-15,1296.03,F,1989-08-08,Ministry of Health,Primary,100078,,5601.98,33,,,,90DA,79
6,Assiut,2020-02-12,20000,A,NORM,Normal,0,2026-03-24,Travel Rewards Card,100,500,1867.93,18110.7,2121.53,2026-03-29,1397.5,M,1999-01-03,Edita Food Industries,Primary,100079,,0.0,74,,,,NORM,80
3,Alexandria,2018-06-01,15000,A,NORM,Normal,0,2026-03-19,Cashback Card,0,500,-706.92,14056.14,39.76,2026-03-28,482.89,M,1982-03-21,Government,Secondary,100080,,0.0,95,,,,NORM,81
7,Luxor,2019-09-25,10000,A,30DD,30 Days Delinquent,30,2026-03-22,Business Credit Card,200,300,8149.3,1836.91,1599.4,2026-03-12,208.4,F,1999-01-25,National Bank of Egypt,Secondary,100081,,4098.16,79,,,,30DD,82
6,Assiut,2023-06-22,150000,A,NORM,Normal,0,2026-03-30,Classic Credit Card,0,150,-13988.89,135825.45,34413.65,2026-03-03,1244.43,F,1988-02-12,Elsewedy Capital,Primary,100082,,0.0,33,,,,NORM,83
4,Mansoura,2022-08-15,200000,A,NORM,Normal,0,2026-03-17,Platinum Credit Card,100,150,61791.91,138150.65,11163.86,2026-03-18,156.49,M,1983-10-29,Military,Secondary,100084,,0.0,44,,,,NORM,85
8,Zagazig,2019-08-10,20000,A,NORM,Normal,0,2026-03-19,Business Credit Card,200,500,13421.59,6172.97,4128.59,2026-03-10,1500.17,F,1986-02-27,Vodafone Egypt,Secondary,100085,,0.0,80,,,,NORM,86
10,Suez,2023-07-28,30000,A,NORM,Normal,0,2026-03-31,Titanium Credit Card,200,150,14150.82,15423.14,4300.45,2026-03-22,331.75,M,1993-06-04,Military,Primary,100088,,0.0,32,,,,NORM,89
1,Cairo Main,2022-12-11,5000,A,NORM,Normal,0,2026-03-20,Cashback Card,100,0,3108.8,1427.39,1142.14,2026-03-22,1922.83,F,1973-11-09,Edita Food Industries,Primary,100089,,0.0,40,,,,NORM,90
3,Alexandria,2024-01-19,50000,A,NORM,Normal,0,2026-03-26,World Elite Card,100,300,36341.59,13215.54,2638.63,2026-03-18,1455.04,F,1995-04-13,Juhayna,Primary,100090,,0.0,26,,,,NORM,91
8,Zagazig,2019-07-31,20000,A,NORM,Normal,0,2026-03-29,Travel Rewards Card,200,0,17979.99,1964.79,4833.22,2026-03-18,1368.4,F,1963-05-18,Vodafone Egypt,Primary,100091,,0.0,81,,,,NORM,92
6,Assiut,2020-12-09,200000,A,NORM,Normal,0,2026-03-29,Travel Rewards Card,200,0,120897.89,78914.81,17731.3,2026-03-24,1201.93,M,1990-03-07,Self Employed,Primary,100092,,0.0,64,,,,NORM,93
2,Giza,2020-08-19,150000,A,NORM,Normal,0,2026-03-17,Platinum Credit Card,500,500,34328.01,115402.67,25441.95,2026-03-13,1853.95,F,1964-05-11,Ministry of Health,Primary,100094,,0.0,68,,,,NORM,95
2,Giza,2023-06-28,200000,A,NORM,Normal,0,2026-03-24,Travel Rewards Card,200,0,95753.36,103856.94,13879.6,2026-03-31,1082.57,F,1997-05-25,El Sewedy Electric,Primary,100095,,0.0,33,,,,NORM,96
2,Giza,2022-02-13,150000,A,NORM,Normal,0,2026-03-30,Cashback Card,0,500,80027.84,69651.81,18070.41,2026-03-24,1531.02,F,1990-10-04,El Sewedy Electric,Secondary,100096,,0.0,50,,,,NORM,97
4,Mansoura,2024-09-11,5000,A,30DD,30 Days Delinquent,30,2026-03-29,Classic Credit Card,200,150,450.91,4073.05,1060.42,2026-03-12,1322.64,M,1988-10-13,Cairo University,Primary,100097,,2448.66,18,,,,30DD,98
10,Suez,2020-08-12,50000,A,NORM,Normal,0,2026-03-30,Platinum Credit Card,0,300,44089.71,5718.64,8974.65,2026-03-23,87.36,M,1969-09-08,Banque Misr,Primary,100098,,0.0,68,,,,NORM,99
1,Cairo Main,2018-03-02,50000,A,NORM,Normal,0,2026-03-30,Titanium Credit Card,200,0,14798.82,34732.86,2177.31,2026-03-28,1086.43,M,1965-11-29,Talaat Moustafa Group,Primary,100099,,0.0,98,,,,NORM,100
2,Giza,2018-09-18,100000,A,NORM,Normal,0,2026-04-01,Business Credit Card,200,1000,43924.11,55935.51,3722.32,2026-03-25,175.01,M,1993-06-12,Freelancer,Primary,100100,,0.0,91,,,,NORM,101
9,Ismailia,2023-02-20,5000,A,NORM,Normal,0,2026-03-31,Classic Credit Card,500,500,3156.75,1456.91,1419.0,2026-03-11,1695.96,F,1973-07-12,CIB,Primary,100101,,0.0,37,,,,NORM,102
2,Giza,2024-10-27,15000,A,NORM,Normal,0,2026-03-24,Gold Credit Card,100,300,9165.04,5572.05,3280.94,2026-03-05,1665.26,F,1974-06-13,Microsoft Egypt,Secondary,100102,,0.0,17,,,,NORM,103
8,Zagazig,2024-10-15,75000,A,NORM,Normal,0,2026-03-22,Gold Credit Card,0,1000,14932.68,59760.17,14046.35,2026-03-30,322.46,M,1982-09-04,Amazon Egypt,Primary,100103,,0.0,17,,,,NORM,104
8,Zagazig,2019-01-09,10000,A,NORM,Normal,0,2026-04-01,Gold Credit Card,500,0,6746.58,2976.97,1603.61,2026-03-28,865.34,F,1963-01-04,Banque Misr,Primary,100105,,0.0,87,,,,NORM,106
9,Ismailia,2019-05-16,75000,A,NORM,Normal,0,2026-03-22,Cashback Card,500,0,42257.6,32400.04,21545.3,2026-03-09,812.76,F,1974-10-14,Military,Primary,100106,,0.0,83,,,,NORM,107
9,Ismailia,2019-09-26,100000,A,NORM,Normal,0,2026-03-18,Titanium Credit Card,0,300,94281.11,5618.83,2823.55,2026-03-12,1962.14,F,1969-07-17,CIB,Primary,100107,,0.0,79,,,,NORM,108
7,Luxor,2024-04-16,200000,A,NORM,Normal,0,2026-03-19,Classic Credit Card,200,0,54003.81,145587.2,44690.79,2026-03-07,206.71,M,1997-11-29,Talaat Moustafa Group,Primary,100108,,0.0,23,,,,NORM,109
6,Assiut,2020-01-14,15000,A,30DD,30 Days Delinquent,30,2026-03-26,Travel Rewards Card,0,150,8088.64,6802.4,2282.02,2026-03-29,1051.11,M,1960-04-10,National Bank of Egypt,Primary,100109,,8267.78,75,,,,30DD,110
7,Luxor,2021-10-28,15000,A,90DA,90 Days Delinquent,90,2026-03-31,Cashback Card,200,300,7792.14,6917.48,1763.84,2026-03-26,227.66,M,1980-05-07,Orange Egypt,Primary,100110,,5474.6,53,,,,90DA,111
2,Giza,2022-12-20,75000,A,NORM,Normal,0,2026-03-21,Business Credit Card,500,500,57334.73,17415.47,9585.41,2026-03-16,377.05,F,1972-03-16,El Sewedy Electric,Primary,100111,,0.0,39,,,,NORM,112
7,Luxor,2021-03-06,200000,A,90DA,90 Days Delinquent,90,2026-03-29,Business Credit Card,200,0,16065.51,183739.98,41463.19,2026-03-18,1604.66,M,1964-12-21,Microsoft Egypt,Secondary,100112,,96395.85,61,,,,90DA,113
4,Mansoura,2020-05-15,15000,A,NORM,Normal,0,2026-03-31,World Elite Card,200,300,5905.75,8663.76,1482.4,2026-03-13,1508.63,M,1973-07-09,Vodafone Egypt,Primary,100113,,0.0,71,,,,NORM,114
3,Alexandria,2023-12-22,20000,A,NORM,Normal,0,2026-03-27,Cashback Card,0,500,12474.19,7108.41,1456.04,2026-03-10,1202.75,M,1977-01-20,Amazon Egypt,Primary,100114,,0.0,27,,,,NORM,115
5,Tanta,2021-10-22,20000,A,30DD,30 Days Delinquent,30,2026-03-18,Cashback Card,100,0,1236.67,18307.94,5351.86,2026-03-28,1617.44,M,1993-06-15,Government,Primary,100117,,9437.75,54,,,,30DD,118
3,Alexandria,2019-02-26,15000,A,NORM,Normal,0,2026-03-30,World Elite Card,100,150,7953.13,6676.99,1452.02,2026-03-03,1258.7,M,1970-08-07,National Bank of Egypt,Primary,100118,,0.0,86,,,,NORM,119
2,Giza,2024-08-30,150000,A,NEW,New,0,2026-03-26,Travel Rewards Card,500,1000,21740.18,127960.7,16110.34,2026-03-28,1446.66,M,1987-08-03,Freelancer,Secondary,100121,,0.0,19,,,,NEW,122
6,Assiut,2023-05-03,150000,A,30DD,30 Days Delinquent,30,2026-03-25,Platinum Credit Card,0,500,35138.4,114814.69,34919.14,2026-03-12,17.35,M,1987-02-20,Edita Food Industries,Secondary,100122,,35370.26,35,,,,30DD,123
1,Cairo Main,2021-10-02,10000,A,90DA,90 Days Delinquent,90,2026-03-24,Cashback Card,0,1000,2211.47,7347.57,1394.44,2026-03-11,1829.33,F,1995-05-27,Juhayna,Primary,100124,,3686.12,54,,,,90DA,125
6,Assiut,2024-07-14,15000,A,NORM,Normal,0,2026-03-29,Cashback Card,200,500,14018.03,676.33,3898.1,2026-03-09,921.8,M,1963-08-28,Military,Primary,100125,,0.0,20,,,,NORM,126
9,Ismailia,2021-09-07,15000,A,60DA,60 Days Delinquent,60,2026-03-20,Gold Credit Card,500,1000,12549.56,2286.13,4165.78,2026-03-18,1016.44,F,1976-11-23,Vodafone Egypt,Primary,100126,,8538.52,55,,,,60DA,127
6,Assiut,2023-06-15,20000,A,NORM,Normal,0,2026-03-19,Titanium Credit Card,100,150,2330.11,17188.39,2822.81,2026-03-02,905.64,M,1994-05-14,Juhayna,Secondary,100127,,0.0,34,,,,NORM,128
9,Ismailia,2023-11-27,5000,A,NORM,Normal,0,2026-04-01,Cashback Card,100,1000,214.45,4546.14,339.54,2026-03-22,1412.69,F,1997-06-17,Banque Misr,Primary,100128,,0.0,28,,,,NORM,129
8,Zagazig,2022-08-10,50000,A,NORM,Normal,0,2026-03-24,Titanium Credit Card,500,1000,1961.72,47952.45,2561.04,2026-03-04,188.12,F,1961-12-16,Freelancer,Primary,100129,,0.0,44,,,,NORM,130
8,Zagazig,2020-03-05,50000,A,30DD,30 Days Delinquent,30,2026-03-25,Business Credit Card,500,300,41176.85,8403.41,12140.67,2026-03-18,369.65,F,1997-06-17,Government,Primary,100130,,7271.26,73,,,,30DD,131
10,Suez,2020-10-21,5000,A,NORM,Normal,0,2026-03-29,Business Credit Card,200,1000,1141.52,3407.59,141.22,2026-03-14,1297.63,M,1966-03-17,Government,Secondary,100131,,0.0,66,,,,NORM,132
3,Alexandria,2023-01-15,150000,A,NORM,Normal,0,2026-03-24,Platinum Credit Card,500,0,27281.74,122569.99,43741.08,2026-03-04,310.6,M,1972-03-27,Freelancer,Secondary,100132,,0.0,39,,,,NORM,133
3,Alexandria,2018-06-06,30000,A,30DD,30 Days Delinquent,30,2026-03-19,Business Credit Card,100,500,10835.37,18989.11,817.75,2026-03-10,1314.74,F,1966-03-04,Military,Primary,100134,,16152.8,95,,,,30DD,135
10,Suez,2018-09-15,10000,A,NORM,Normal,0,2026-03-26,Business Credit Card,0,1000,1020.26,8710.16,2120.04,2026-03-03,934.92,M,1980-07-03,Banque Misr,Primary,100136,,0.0,91,,,,NORM,137
6,Assiut,2024-05-26,75000,A,NORM,Normal,0,2026-03-31,Platinum Credit Card,0,1000,57926.92,17005.96,18872.34,2026-03-29,1017.14,F,1970-10-16,National Bank of Egypt,Secondary,100137,,0.0,22,,,,NORM,138
6,Assiut,2019-03-01,200000,A,NORM,Normal,0,2026-03-27,Cashback Card,100,0,47100.25,152766.17,44960.94,2026-03-13,70.47,F,1970-10-25,Ministry of Health,Primary,100139,,0.0,86,,,,NORM,140
9,Ismailia,2018-12-05,75000,A,NORM,Normal,0,2026-03-19,Gold Credit Card,500,1000,43979.27,30591.4,6616.26,2026-03-19,1346.7,M,1971-12-18,Ministry of Health,Primary,100143,,0.0,89,,,,NORM,144
6,Assiut,2021-04-25,30000,A,NEW,New,0,2026-03-25,Business Credit Card,500,150,2916.35,26878.59,1814.15,2026-03-22,1904.54,F,1989-08-24,IBM Egypt,Primary,100144,,0.0,60,,,,NEW,145
7,Luxor,2018-08-23,10000,A,NORM,Normal,0,2026-03-20,Travel Rewards Card,200,1000,3962.72,5986.02,2871.2,2026-03-15,872.36,M,1972-04-25,Vodafone Egypt,Primary,100145,,0.0,92,,,,NORM,146
1,Cairo Main,2018-10-03,20000,A,30DD,30 Days Delinquent,30,2026-03-27,Cashback Card,200,500,13364.75,6381.38,2171.83,2026-03-22,568.56,M,1965-08-30,Military,Primary,100146,,9424.53,91,,,,30DD,147
3,Alexandria,2023-10-22,75000,A,NORM,Normal,0,2026-03-21,Gold Credit Card,200,300,57168.91,17820.24,19394.3,2026-03-26,1217.56,F,1982-05-21,El Sewedy Electric,Secondary,100148,,0.0,29,,,,NORM,149
8,Zagazig,2022-01-18,150000,A,NORM,Normal,0,2026-03-22,Cashback Card,500,1000,4624.63,145100.65,9063.41,2026-03-30,547.94,M,1961-03-06,Military,Secondary,100151,,0.0,51,,,,NORM,152
7,Luxor,2023-05-15,150000,A,NEW,New,0,2026-03-20,Travel Rewards Card,500,1000,134552.54,15341.33,12364.73,2026-03-22,1333.92,M,1992-02-28,Banque Misr,Secondary,100152,,0.0,35,,,,NEW,153
8,Zagazig,2023-10-21,50000,A,NEW,New,0,2026-03-24,Platinum Credit Card,100,150,17766.01,32009.0,8083.41,2026-03-13,913.97,F,1990-07-04,Government,Secondary,100153,,0.0,29,,,,NEW,154
9,Ismailia,2021-05-30,15000,A,NORM,Normal,0,2026-03-19,Platinum Credit Card,200,150,177.24,14472.62,3848.12,2026-03-31,1168.48,F,1966-11-12,Government,Secondary,100154,,0.0,58,,,,NORM,155
4,Mansoura,2024-03-06,30000,A,NORM,Normal,0,2026-03-26,Platinum Credit Card,200,1000,5217.16,24562.68,738.32,2026-03-31,1596.84,M,1988-06-26,Government,Primary,100155,,0.0,25,,,,NORM,156
3,Alexandria,2024-10-14,50000,A,NORM,Normal,0,2026-03-22,Classic Credit Card,0,0,44948.38,4693.71,14179.94,2026-03-28,784.38,M,1967-09-05,Cairo University,Primary,100156,,0.0,17,,,,NORM,157
3,Alexandria,2022-08-30,100000,A,NORM,Normal,0,2026-03-24,Business Credit Card,100,300,-7899.71,92052.33,14741.84,2026-03-22,1125.95,M,1979-09-20,Edita Food Industries,Secondary,100158,,0.0,43,,,,NORM,159
2,Giza,2021-04-03,75000,A,NORM,Normal,0,2026-04-01,Travel Rewards Card,100,150,62031.79,12472.11,6260.37,2026-03-07,1291.43,F,1962-04-09,Cairo University,Primary,100160,,0.0,60,,,,NORM,161
10,Suez,2018-07-19,5000,A,90DA,90 Days Delinquent,90,2026-03-27,World Elite Card,500,1000,4231.3,318.08,651.95,2026-03-16,1799.02,F,1975-10-30,Juhayna,Primary,100162,,2488.51,93,,,,90DA,163
9,Ismailia,2019-09-03,200000,A,30DD,30 Days Delinquent,30,2026-03-26,Platinum Credit Card,200,1000,139335.6,60460.8,3106.24,2026-03-19,646.15,F,1980-07-01,Orascom,Primary,100166,,67334.88,80,,,,30DD,167
