PRODUCT_NAME,RIMNO,POST DATE,TRXN DATE,CCY,ORIG AMOUNT,EMBEDDED _FEE,BILLING AMT,MCC,MERCHNAME,MERCH ID,SOURCES,SETTLEMENT AMT,SETTLEMENT CCY,BANKBRANCH,TRXN COUNTRY,REVERSAL FLAG,CUSTOMER_ID
Cashback Card,100004,2026-04-11,2026-04-11,818,4732.66,0.0,4732.66,8021,Uber Egypt,M886648,POS,4732.66,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-15,2026-04-13,818,4631.99,0.0,4631.99,5912,B.TECH,M534101,ECOM,4631.99,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-02,2026-04-02,818,6645.82,0.0,6645.82,8099,Vodafone Cash,M992639,POS,6645.82,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-11,2026-04-08,818,12509.71,0.0,12509.71,5691,KFC Egypt,M340281,POS,12509.71,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-10,2026-04-10,840,530.23,10.94,23382.21,5691,Starbucks Egypt,M302275,POS,530.23,840,Tanta,DEU,N,5
Cashback Card,100004,2026-04-08,2026-04-08,818,7693.08,0.0,7693.08,5691,Carrefour Egypt,M734049,ECOM,7693.08,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-18,2026-04-17,818,5863.81,0.0,5863.81,5944,Costa Coffee,M742334,POS,5863.81,818,Tanta,EGY,N,5
Cashback Card,100004,2026-04-13,2026-04-12,978,696.27,13.61,38924.92,5912,B.TECH,M345317,MOTO,696.27,840,Tanta,GBR,N,5
Cashback Card,100004,2026-04-16,2026-04-15,818,488.99,0.0,488.99,8099,Vodafone Cash,M115383,ECOM,488.99,818,Tanta,EGY,N,5
Platinum Credit Card,100005,2026-04-14,2026-04-12,826,486.21,8.36,24986.56,5311,Expedia,M978804,POS,486.21,840,Suez,FRA,N,6
Platinum Credit Card,100005,2026-04-29,2026-04-29,818,12048.22,0.0,12048.22,5541,Vodafone Cash,M302148,ECOM,12048.22,818,Suez,EGY,N,6
Platinum Credit Card,100005,2026-04-09,2026-04-08,818,3070.79,0.0,3070.79,7298,Booking.com,M966152,ECOM,3070.79,818,Suez,EGY,N,6
Platinum Credit Card,100005,2026-04-13,2026-04-10,840,1151.96,24.37,60598.99,5944,Amazon.eg,M113342,ECOM,1151.96,840,Suez,USA,N,6
Platinum Credit Card,100005,2026-04-04,2026-04-03,818,11857.74,0.0,11857.74,4111,Instashop,M450430,ATM,11857.74,818,Suez,EGY,N,6
Platinum Credit Card,100005,2026-04-28,2026-04-25,818,1310.79,0.0,1310.79,5411,Instashop,M890035,POS,1310.79,818,Suez,EGY,N,6
Platinum Credit Card,100005,2026-04-06,2026-04-03,818,1924.34,0.0,1924.34,5814,2B,M510929,POS,1924.34,818,Suez,EGY,N,6
Platinum Credit Card,100005,2026-04-04,2026-04-01,818,12806.57,0.0,12806.57,4900,KFC Egypt,M303623,POS,12806.57,818,Suez,EGY,N,6
Titanium Credit Card,100006,2026-04-20,2026-04-18,818,10268.0,0.0,10268.0,7230,ElMenus,M903561,POS,10268.0,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-16,2026-04-16,818,11524.3,0.0,11524.3,5814,H&M Egypt,M902518,POS,11524.3,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-05-02,2026-04-29,818,7472.62,0.0,7472.62,5651,Costa Coffee,M843502,POS,7472.62,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-05,2026-04-03,818,2568.0,0.0,2568.0,5732,ElMenus,M241637,ECOM,2568.0,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-28,2026-04-28,818,5457.31,0.0,5457.31,8099,Samsung Egypt,M980929,ECOM,5457.31,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-23,2026-04-23,978,1541.82,19.7,107627.54,5732,Emirates Airlines,M188129,ECOM,1541.82,840,Cairo Main,ARE,N,7
Titanium Credit Card,100006,2026-04-13,2026-04-13,818,3728.66,0.0,3728.66,5812,Virgin Megastore,M999918,ECOM,3728.66,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-24,2026-04-21,826,1863.1,23.02,80938.92,8011,Emirates Airlines,M342281,ECOM,1863.1,840,Cairo Main,ARE,N,7
Titanium Credit Card,100006,2026-04-22,2026-04-19,818,9367.58,0.0,9367.58,5651,McDonald's,M783596,POS,9367.58,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-05-01,2026-04-29,818,9088.88,0.0,9088.88,5691,iStyle,M450787,POS,9088.88,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-16,2026-04-14,818,645.81,0.0,645.81,5311,Virgin Megastore,M296372,ATM,645.81,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-23,2026-04-21,818,12887.5,0.0,12887.5,5944,iStyle,M872192,POS,12887.5,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-24,2026-04-24,818,9291.3,0.0,9291.3,7011,Emirates Airlines,M842120,POS,9291.3,818,Cairo Main,EGY,N,7
Titanium Credit Card,100006,2026-04-22,2026-04-22,818,8284.95,0.0,8284.95,8021,Apple Store Online,M813888,POS,8284.95,818,Cairo Main,EGY,N,7
Platinum Credit Card,100007,2026-04-12,2026-04-11,840,1211.68,24.7,49644.92,8099,Virgin Megastore,M284045,ECOM,1211.68,840,Tanta,GBR,N,8
Platinum Credit Card,100007,2026-04-16,2026-04-16,818,2939.02,0.0,2939.02,5812,Virgin Megastore,M854361,ATM,2939.02,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-05,2026-04-04,818,9249.22,0.0,9249.22,8099,KFC Egypt,M630783,POS,9249.22,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-24,2026-04-24,818,1754.21,0.0,1754.21,8099,ElMenus,M499255,ECOM,1754.21,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-05,2026-04-05,818,10530.84,0.0,10530.84,5814,Uber Egypt,M329963,POS,10530.84,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-16,2026-04-13,826,1865.41,30.49,97476.14,4900,Noon Egypt,M394685,ECOM,1865.41,840,Tanta,ARE,N,8
Platinum Credit Card,100007,2026-04-25,2026-04-25,818,10693.82,0.0,10693.82,7011,Emirates Airlines,M983005,ECOM,10693.82,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-14,2026-04-12,818,7758.18,0.0,7758.18,5945,Starbucks Egypt,M206095,POS,7758.18,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-30,2026-04-28,818,187.66,0.0,187.66,8011,Uber Egypt,M988138,POS,187.66,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-05,2026-04-02,818,4955.38,0.0,4955.38,5311,2B,M621403,POS,4955.38,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-20,2026-04-17,818,12343.36,0.0,12343.36,5311,Spinneys,M672118,ECOM,12343.36,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-23,2026-04-22,818,11727.68,0.0,11727.68,5311,Instashop,M511623,ATM,11727.68,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-12,2026-04-12,826,751.48,9.78,37826.23,5691,Emirates Airlines,M723901,ECOM,751.48,840,Tanta,DEU,N,8
Platinum Credit Card,100007,2026-04-15,2026-04-13,818,3468.45,0.0,3468.45,4900,ElMenus,M510089,ATM,3468.45,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-28,2026-04-27,818,7313.2,0.0,7313.2,4900,Jumia Egypt,M944061,ECOM,7313.2,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-16,2026-04-14,818,2847.42,0.0,2847.42,5691,Samsung Egypt,M615072,ECOM,2847.42,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-04,2026-04-02,818,13995.17,0.0,13995.17,8011,Shell Egypt,M909698,POS,13995.17,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-25,2026-04-24,818,376.77,0.0,376.77,4111,Spinneys,M552980,ATM,376.77,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-25,2026-04-24,818,2789.16,0.0,2789.16,5651,Emirates Airlines,M566126,ECOM,2789.16,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-06,2026-04-05,818,7304.57,0.0,7304.57,5814,Talabat,M707014,ATM,7304.57,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-15,2026-04-15,818,12550.18,0.0,12550.18,7011,Booking.com,M711253,POS,12550.18,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-25,2026-04-22,818,13735.93,0.0,13735.93,5945,Zara Egypt,M677814,MOTO,13735.93,818,Tanta,EGY,N,8
Platinum Credit Card,100007,2026-04-17,2026-04-16,818,4160.4,0.0,4160.4,4111,ElMenus,M901064,ECOM,4160.4,818,Tanta,EGY,N,8
Cashback Card,100008,2026-04-18,2026-04-17,978,8.38,0.09,508.16,5691,Shell Egypt,M266238,POS,8.38,840,Zagazig,SAU,N,9
Cashback Card,100008,2026-04-30,2026-04-29,818,8181.65,0.0,8181.65,5541,Talabat,M164313,MOTO,8181.65,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-27,2026-04-25,818,9237.06,0.0,9237.06,5945,Starbucks Egypt,M167347,POS,9237.06,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-15,2026-04-15,978,1759.67,47.52,78954.2,4900,Virgin Megastore,M120210,ECOM,1759.67,840,Zagazig,TUR,Y,9
Cashback Card,100008,2026-04-29,2026-04-26,818,1454.12,0.0,1454.12,7298,ElMenus,M740463,ATM,1454.12,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-05,2026-04-05,818,13934.84,0.0,13934.84,5541,Total Energies,M801811,POS,13934.84,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-29,2026-04-29,818,5075.42,0.0,5075.42,4900,McDonald's,M471248,ECOM,5075.42,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-07,2026-04-07,818,5489.28,0.0,5489.28,7298,iStyle,M553333,POS,5489.28,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-18,2026-04-16,818,61.15,0.0,61.15,4900,Talabat,M132319,POS,61.15,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-26,2026-04-25,818,5211.02,0.0,5211.02,5541,McDonald's,M282546,POS,5211.02,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-20,2026-04-20,818,884.47,0.0,884.47,5812,B.TECH,M948377,POS,884.47,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-14,2026-04-11,818,11949.1,0.0,11949.1,4900,Total Energies,M579252,POS,11949.1,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-11,2026-04-10,818,1156.69,0.0,1156.69,4111,Costa Coffee,M434349,POS,1156.69,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-12,2026-04-11,818,14439.75,0.0,14439.75,5691,Apple Store Online,M697683,POS,14439.75,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-20,2026-04-18,818,9629.07,0.0,9629.07,5944,Uber Egypt,M653682,POS,9629.07,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-30,2026-04-29,978,405.55,9.74,27348.17,8021,iStyle,M634393,POS,405.55,840,Zagazig,FRA,Y,9
Cashback Card,100008,2026-04-11,2026-04-08,818,615.53,0.0,615.53,5732,Instashop,M839610,MOTO,615.53,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-11,2026-04-10,818,3399.18,0.0,3399.18,5999,Shell Egypt,M943748,ECOM,3399.18,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-19,2026-04-18,818,5873.37,0.0,5873.37,5691,Amazon.eg,M229979,POS,5873.37,818,Zagazig,EGY,N,9
Cashback Card,100008,2026-04-05,2026-04-02,840,105.48,3.0,5573.17,5999,Jumia Egypt,M335402,ECOM,105.48,840,Zagazig,SAU,N,9
Cashback Card,100009,2026-04-12,2026-04-10,840,1017.79,15.98,45389.86,5812,Seoudi Market,M387184,ECOM,1017.79,840,Ismailia,ARE,N,10
Cashback Card,100009,2026-04-18,2026-04-16,818,5033.9,0.0,5033.9,5945,Noon Egypt,M276811,MOTO,5033.9,818,Ismailia,EGY,N,10
Cashback Card,100009,2026-04-14,2026-04-11,818,12464.25,0.0,12464.25,5812,Costa Coffee,M456188,POS,12464.25,818,Ismailia,EGY,N,10
Cashback Card,100009,2026-04-15,2026-04-12,818,1781.06,0.0,1781.06,5651,iStyle,M129217,POS,1781.06,818,Ismailia,EGY,N,10
Cashback Card,100009,2026-04-10,2026-04-09,818,4351.79,0.0,4351.79,5732,Jumia Egypt,M967693,ECOM,4351.79,818,Ismailia,EGY,N,10
Cashback Card,100009,2026-04-04,2026-04-04,818,10817.19,0.0,10817.19,5944,Shell Egypt,M348041,ECOM,10817.19,818,Ismailia,EGY,N,10
World Elite Card,100010,2026-04-30,2026-04-29,818,8357.3,0.0,8357.3,5541,Vodafone Cash,M726626,ATM,8357.3,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-29,2026-04-28,826,727.24,17.22,32678.09,5912,Talabat,M716537,MOTO,727.24,840,Cairo Main,DEU,N,11
World Elite Card,100010,2026-04-04,2026-04-01,818,8642.85,0.0,8642.85,5651,Breadfast,M556065,POS,8642.85,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-04,2026-04-03,818,5975.23,0.0,5975.23,5814,Shell Egypt,M597464,MOTO,5975.23,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-03,2026-04-03,818,10307.56,0.0,10307.56,4111,H&M Egypt,M486511,POS,10307.56,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-15,2026-04-13,818,2257.21,0.0,2257.21,7011,Seoudi Market,M999359,ATM,2257.21,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-19,2026-04-16,818,824.27,0.0,824.27,8021,Expedia,M823396,POS,824.27,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-05-01,2026-04-28,818,12160.02,0.0,12160.02,4900,2B,M755630,POS,12160.02,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-25,2026-04-23,818,11753.58,0.0,11753.58,5814,McDonald's,M918133,ATM,11753.58,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-06,2026-04-05,818,13485.62,0.0,13485.62,5651,Jumia Egypt,M242594,POS,13485.62,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-04,2026-04-01,818,9917.54,0.0,9917.54,5912,Uber Egypt,M164792,POS,9917.54,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-29,2026-04-27,818,11185.15,0.0,11185.15,5311,B.TECH,M478075,POS,11185.15,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-01,2026-04-01,818,4284.34,0.0,4284.34,5651,Uber Egypt,M768304,ECOM,4284.34,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-04,2026-04-03,818,3932.89,0.0,3932.89,4111,McDonald's,M731308,POS,3932.89,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-24,2026-04-21,826,1605.3,46.52,79930.16,8021,ElMenus,M317365,POS,1605.3,840,Cairo Main,DEU,N,11
World Elite Card,100010,2026-04-28,2026-04-26,818,6371.51,0.0,6371.51,5541,Expedia,M666778,POS,6371.51,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-14,2026-04-13,818,11588.9,0.0,11588.9,4900,H&M Egypt,M841248,POS,11588.9,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-14,2026-04-13,818,7404.18,0.0,7404.18,4111,Jumia Egypt,M386309,ATM,7404.18,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-13,2026-04-12,818,11801.97,0.0,11801.97,5999,B.TECH,M221158,ECOM,11801.97,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-17,2026-04-15,978,973.53,21.39,47554.63,4900,2B,M423840,POS,973.53,840,Cairo Main,USA,N,11
World Elite Card,100010,2026-04-04,2026-04-04,818,8264.33,0.0,8264.33,5311,Shell Egypt,M797354,MOTO,8264.33,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-29,2026-04-26,818,4008.94,0.0,4008.94,8099,Amazon.eg,M530271,POS,4008.94,818,Cairo Main,EGY,N,11
World Elite Card,100010,2026-04-24,2026-04-24,840,1192.94,14.4,58756.49,4111,KFC Egypt,M863158,POS,1192.94,840,Cairo Main,USA,N,11
Business Credit Card,100011,2026-04-04,2026-04-04,840,55.33,0.8,2228.73,5945,Starbucks Egypt,M634638,POS,55.33,840,Ismailia,DEU,N,12
Business Credit Card,100011,2026-04-26,2026-04-24,818,1434.58,0.0,1434.58,7230,Talabat,M285026,POS,1434.58,818,Ismailia,EGY,N,12
Business Credit Card,100011,2026-04-26,2026-04-24,826,790.27,19.02,32259.49,8011,Zara Egypt,M772931,ATM,790.27,840,Ismailia,DEU,N,12
Business Credit Card,100011,2026-04-11,2026-04-08,818,11163.88,0.0,11163.88,5311,B.TECH,M882965,POS,11163.88,818,Ismailia,EGY,N,12
Business Credit Card,100011,2026-04-19,2026-04-17,818,10885.99,0.0,10885.99,5912,2B,M935002,POS,10885.99,818,Ismailia,EGY,N,12
Business Credit Card,100011,2026-04-04,2026-04-04,818,5193.17,0.0,5193.17,5732,Apple Store Online,M312696,POS,5193.17,818,Ismailia,EGY,Y,12
Business Credit Card,100011,2026-04-13,2026-04-13,818,3140.19,0.0,3140.19,5311,Starbucks Egypt,M274248,MOTO,3140.19,818,Ismailia,EGY,N,12
Business Credit Card,100011,2026-04-23,2026-04-23,818,302.61,0.0,302.61,5812,Vodafone Cash,M583010,POS,302.61,818,Ismailia,EGY,N,12
Cashback Card,100012,2026-04-06,2026-04-06,818,13685.97,0.0,13685.97,5411,Instashop,M859657,POS,13685.97,818,Giza,EGY,N,13
Classic Credit Card,100012,2026-04-19,2026-04-18,818,10879.33,0.0,10879.33,5912,Uber Egypt,M774810,MOTO,10879.33,818,Giza,EGY,N,13
